Language Name,Dialect(s) Name(s),Language Iso,Dialect(s) Iso,Language Glot,Dialect(s) Glot
Andai,"Andambit, Imboin, Kaiyam, Kupin, Namata",afd,,anda1283,"anda1288, imbo1239, kaiy1240, kupi1239, nama1271"
Andarum,,aod,,anda1284,
Andaqui,,ana,,anda1286,
Andalusian Arabic,,xaa,,anda1287,
Andegerebinha,Ayerrerenge,adg,axe,ande1247,ayer1246
Andic,"Akhvakhic, Andi, Bagvalal-Tindi, Botlikh-Godoberi, Chamalal, Karata-Tukita",,"ani, cji, kpt",andi1254,"akhv1240, andi1255, bagv1240, botl1243, cham1309, kara1474"
Andi,"Lower Andi, Kvanxidatl, Munib, Upper Andi, Andi of Andi, Ashali, Chanxo, Gagatl, Gunxo, Rikvani, Zilo",ani,,andi1255,"lowe1465, kvan1238, muni1255, uppe1485, andi1258, asha1245, chan1330, gaga1250, gunx1234, rikv1238, zilo1238"
Andio,,bzb,,andi1257,
Andoquero,,,,ando1254,
Andoa,,anb,,ando1255,
Andoque,"Andoke, Urekena",ano,,ando1256,"ando1257, urek1234"
Chakpa,"Andro-Sengmai, Phayeng",,,andr1245,"andr1249, phay1241"
Andro,,,,andr1246,
Andra-Hus,,anx,,andr1248,
Andro-Sengmai,"Andro, Sengmai",,,andr1249,"andr1246, seng1275"
Aneityum,,aty,,anei1239,
Aneme Wake,"Auwaka, Buniabura, Doma (Papua New Guinea), Jari, Mori",aby,,anem1248,"auwa1241, buni1247, doma1263, jari1243, mori1270"
Anem,"Akiblik, Coastal Anem",anz,,anem1249,"akib1234, coas1322"
Anfillo,,myo,,anfi1235,
Angami-Mao,"Angami-Chokri, Khezha Naga, Naga Maoic",,nkh,anga1244,"anga1287, khez1235, naga1397"
Angami-Pochuri,"Angami-Mao, Pochuri-Northern Rengma, Rengma-Simi",,,anga1286,"anga1244, poch1242, reng1253"
Angami-Chokri,"Angami Naga, Chokri Naga",,"njm, nri",anga1287,"anga1288, chok1243"
Angami Naga,"Chakroma, Dzuna, Kehena, Khonoma, Kohima, Mima, Mozome, Nali (India), Tengima, Tenyidie",njm,,anga1288,"chak1268, dzun1241, kehe1240, khon1248, kohi1249, mima1238, mozo1238, nali1243, teng1262, teny1242"
Angan,"Angaataha, Nuclear Angan",,agm,anga1289,"anga1290, nucl1763"
Angaataha,,agm,,anga1290,
Sau-Angal-Kewa,"Angal-Kewa, Samberigi",,ssx,anga1291,"anga1313, samb1321"
Angal Heneng,"Augu, Nipa, Waola",akh,,anga1292,"augu1243, nipa1239, waol1238"
Angal,,age,,anga1293,
Angal Enen,Megi,aoe,,anga1294,megi1246
Goemaic,"Goemai, Montol, Talic, Yiwom",,"ank, mtl, gek",anga1311,"goem1240, mont1280, tali1264, yiwo1237"
Angami-Ao,"Angami-Pochuri, Central Naga",,,anga1312,"anga1286, aoic1235"
Angal-Kewa,"Angal Mendi, Kewa",,,anga1313,"anga1314, kewa1250"
Angal Mendi,"Angal Heneng, Angal, Angal Enen",,"akh, age, aoe",anga1314,"anga1292, anga1293, anga1294"
Angami Naga Sign Language,,,,anga1315,
Angaité,,aqt,,anga1316,
Angkamuthi,,avm,,angg1238,
Angguruk Yali,,yli,,angg1239,
Angika,,anp,,angi1238,
Angkuic,"Eastern Angkuic, Southern Angkuic, U",,uuu,angk1246,"east2776, sout3232, uuuu1243"
Angkola-Mandailing,"Batak Angkola, Batak Mandailing",,"akb, btm",angk1248,"bata1290, bata1291"
Archaic Angloromani,,rme,,angl1239,
Anglo-Frisian,"Anglic, Frisian",,,angl1264,"angl1265, fris1239"
Anglic,"Later Anglic, Old English (ca. 450-1100)",,ang,angl1265,"late1254, olde1238"
Angor,"Nai (Angor), Samanai",agg,,ango1254,"naii1242, sama1304"
Angoram,,aog,,ango1255,
Angosturas Tunebo,,tnd,,ango1257,
Angolar,,aoa,,ango1258,
Anguthimri,,awg,,angu1242,
Anguthimri-Yangathimri-Yuputhimri,"Anguthimri-Yangathimri, Yuputhimri",,,angu1243,"angu1244, yupu1235"
Anguthimri-Yangathimri,"Anguthimri, Yangathimri",,"awg, tjj",angu1244,"angu1242, yang1305"
Anii,"Akpe, Ananjubi, Balanka, Gikolodjya, Gilempla, Giseda, Gisème",blo,,anii1245,"akpe1247, anan1238, bala1303, giko1238, gile1238, gise1241, gise1242"
//Ani,,hnh,,anii1246,
Ani-Labo,"Ani Phowa, Labo Phowa",,"ypn, ypb",anil1235,"anip1235, labo1243"
Animere,,anf,,anim1239,
Anim,"Inland Gulf of Papua, Marind-Boazi-Yaqai, Tirio",,,anim1240,"inla1262, mari1437, tiri1259"
Anindilyakwa,,aoi,,anin1240,
Aninka,,aqk,,anin1242,
Ani Phowa,,ypn,,anip1235,
Anjam,,boj,,anja1238,
Ankave,"Ankai, Bu'u, Miyatnu, Sawuve, Wiyagwa, Wunavai",aak,,anka1246,"anka1247, buuu1245, miya1257, sawu1242, wiya1238, wuna1250"
Anmatyerre,"Eastern Anmatyerre, Western Anmatyerre",amx,,anma1239,"east2380, west2442"
Anor,,anj,,anor1241,
Anserma,,ans,,anse1238,
Ansus,,and,,ansu1237,
Ansus-Ambai,"Ambai, Ansus, Marau, Wandamen, Woi",,"amk, and, mvr, wad, wbw",ansu1238,"amba1265, ansu1237, mara1397, wand1267, woii1237"
Antakarinya,,ant,,anta1253,
Antankarana Malagasy,"Kibushi-Kimaore, Mainland Antankarana",xmv,,anta1255,"kibu1236, main1284"
Antioquian,,,,anti1242,
Antigua and Barbuda Creole English,,aig,,anti1245,
Antillean Arawakan,"Ineric, Maragua, Taino, Unclassified Antillean Arawakan",,tnq,anti1247,"iner1234, mara1409, tain1254, uncl1528"
Anuak,"Adoyo, Coro, Lul, Opëno",anu,,anua1242,"adoy1238, coro1246, lull1238, open1238"
Anufo,,cko,,anuf1239,
Anuki,,aui,,anuk1239,
Korur,,auq,,anus1237,
Anus-Podena,"Korur, Podena",,"auq, pdn",anus1238,"anus1237, pode1237"
Anuta,,aud,,anut1237,
Anu-Hkongso,"Anu, Hkongso",anl,,anuu1241,"anuu1243, hkon1236"
Anyin Morofo,,mtb,,anyi1244,
Anyin,"Abe (Anyin), Alangua, Ano, Aowin, Barabo, Bini (Anyin), Bona, Djuablin, Indenie, Moronou, Sanvi",any,,anyi1245,"abee1243, alan1248, anoo1238, aowi1238, bara1359, bini1245, bona1251, djua1238, inde1240, moro1280, sanv1241"
Anyinic,"Anyin Morofo, Anyin",,"mtb, any",anyi1246,"anyi1244, anyi1245"
Aoheng-Seputan,"Aoheng, Seputan",pni,,aohe1237,"aohe1238, sepu1237"
Central Naga,"Ao Naga, Lotha Naga, Sangtam Naga, Wui, Yimchingric",,"njo, njh, nsa",aoic1235,"aona1235, loth1237, sang1321, wuii1234, yimc1239"
Ao Naga,"Changki, Chungli, Dordar, Longla, Mongsen, Yacham-Tengsa, Tengsa, Yacham",njo,,aona1235,"chan1311, chon1286, dord1238, long1376, mong1332, yach1234, teng1273, yach1235"
Aore,,aor,,aore1237,
A'ou,"Nuclear A'ou, Hongfeng Gelao",aou,,aoua1234,"aouu1238, hong1242"
Apabhramsic,"Gujarati-Rajasthani, Late Middle Indo-Aryan",,,apab1234,"guja1255, midd1350"
Apachean,"Kiowa Apache, Southwestern Apachean",,apk,apac1239,"kiow1264, sout3151"
Apalachee,,xap,,apal1237,
Apalik,,apo,,apal1255,
Apali,"Aci, Aki",ena,,apal1256,"acii1238, akii1238"
Apalaí,,apy,,apal1257,
Apalic,"Apali, Greater West Sogeram",,ena,apal1258,"apal1256, grea1297"
AP-AM-AH,"Cajatambo North Lima Quechua, Chiquián Ancash Quechua, Huallaga Huánuco Quechua, Panao-Union",,"qvl, qxa, qub",apam1237,"caja1239, chiq1249, hual1241, pana1312"
Apasco-Apoala Mixtec,,mip,,apas1235,
Apatani,,apt,,apat1240,
Apiaka-Tocantins,,,,apia1247,
Apiaká,,api,,apia1248,
Apinayé,,apn,,apin1244,
Apma,"Suru Rabwanga-Mwerani, Suru Kavian",app,,apma1240,"suru1259, suru1260"
Ap Ma,Kambaramba,kbx,,apma1241,kamb1306
Apolista,,,,apol1242,
Apoto,,,,apot1235,
Aproumu Aizi,,ahp,,apro1235,
Apucikwar,,apq,,apuc1241,
Apulia-Calabrian Greek,"Apulian Greek, Aspromonte",,,apul1236,"apul1237, aspr1238"
Apurinã,,apu,,apur1254,
Aputai,"Ilputih (Aputai), Lurang, Welemur",apx,,aput1237,"ilpu1239, lura1237, wele1238"
Aput-Busang-Merah-Kohi,"Punan Aput, Punan Merah, Punan Batu 1, Sihan",,"pud, puf, pnm, spg",aput1239,"puna1267, puna1268, puna1278, sian1255"
Arabana-Wangganguru,"Arabana, Wangganguru",,"ard, wgg",arab1266,"arab1267, wang1290"
Arabana,"Midlaliri, Piltapalta, Wangkakupa",ard,,arab1267,"midl1244, pilt1234, wang1303"
Arabela,,arl,,arab1268,
Arabian Peninsula Arabic,"Hadrami Arabic, Hijazi Arabic, Judeo-Muslim Sanaani Arabic, North Arabian Beduin Arabic, Ta'izzi-Adeni Arabic",,"ayh, acw, acq",arab1393,"hadr1236, hija1235, jude1277, nort3402, taiz1242"
Arabian,"Ancient North Arabian, Arabic",,xna,arab1394,"anci1245, arab1395"
Arabic,"Arabian Peninsula Arabic, Eastern Arabic, Egyptic Arabic, Levantine-Cypriot Arabic, North African Arabic, Standard Arabic",,arb,arab1395,"arab1393, east2729, egyp1251, leva1239, nort3191, stan1318"
Arabela-Andoa,"Andoa, Arabela",,"anb, arl",arab1396,"ando1255, arab1268"
Arabic-based pidgin,"Early East African Pidgin Arabic, Jordanian Bengali Pidgin Arabic, Pidgin Gulf Arabic, Pidgin Madam, Romanian Pidgin Arabic, Turku-Bongor Pidgin Arabic",,,arab1397,"earl1245, jord1239, pidg1248, pidg1252, roma1333, turk1244"
Arab Sign,"Egypt Sign Language, Kuwaiti Sign Language, Levantine-Iraqi Sign, Libyan Sign Language, Saudi Arabian Sign Language, Yemeni Sign Language",,"esl, lbs, sdl",arab1398,"egyp1238, kuwa1252, leva1240, liby1235, saud1238, yeme1237"
Arab El-Naim Sign Language,,,,arab1399,
Aracaju,,,,arac1235,
Arafundi,"Andai, Awiakay-Karimba, Nanubae-Imangae, Tapei, Unclassified Arafundi",arf,"afd, afk, afp",araf1243,"anda1283, awia1234, nanu1240, tape1242, uncl1510"
Arafundi-Enga Pidgin,,,,araf1245,
Aragonese,"Central Aragonese, Eastern Aragonese, Southern Aragonese, Western Aragonese",arg,,arag1245,"cent1317, east2273, sout2609, west2340"
Araicu,,,,arai1239,
Araki,,akr,,arak1252,
Arakwal,,rkw,,arak1254,
Arakanese-Marma,"Marma, Rakhine",,"rmz, rki",arak1255,"marm1234, rakh1245"
Arakanese,,mhv,,arak1256,
Araki-Tangoa,"Araki, Movono",,"akr, tgp",arak1257,"arak1252, tang1347"
Aralle-Tabulahan,"Aralle, Mambi, Tabulahan",atq,,aral1243,"aral1244, mamb1308, tabu1243"
Aramanik,,aam,,aram1252,
Arammba,,stk,,aram1253,
Aramaic,"Imperial-Middle-Modern Aramaic, Old Aramaic-Sam'alian",,oar,aram1259,"impe1236, olda1245"
Arame-Gubaare,"Edamme, Gubaare",,,aram1260,"edam1234, guba1248"
Dombano,"Arandai, Kecap, Tomu",jbj,,aran1237,"domb1240, keca1234, tomu1234"
Aranadan,,aaf,,aran1261,
Upper Arrernte,"Alyawarr, Anmatyerre, Central-Eastern Arrernte, Western Arrarnta",,"aly, amx, are",aran1263,"alya1239, anma1239, cent2403, west2441"
Aranama,,xrt,,aran1265,
Arandic-Thura-Yura,"Arandic, Thura-Yura",,,aran1266,"aran1267, thur1253"
Arandic,"Kaytetye, South Arandic",,gbb,aran1267,"kayt1238, sout3384"
Araona-Toromono,"Araona, Toromono",,"aro, tno",arao1247,"arao1248, toro1255"
Araona,,aro,,arao1248,
Arapahoic,"Arapaho-Gros Ventre-Besawunena, Nawathinehena",,nwa,arap1273,"arap1280, nawa1259"
Arapaho,,arp,,arap1274,
Arapaso,,arj,,arap1275,
Arapesh,"Bumbita Arapesh, Mufian-Bukiyip-Abu",,aon,arap1279,"bumb1241, mufi1239"
Arapaho-Gros Ventre-Besawunena,"Arapaho, Gros Ventre",,"arp, ats",arap1280,"arap1274, gros1243"
Arapaso-Miriti,"Arapaso, Miriti",,"arj, mmv",arap1281,"arap1275, miri1270"
Araucanian,"Huilliche, Mapudungun",,"huh, arn",arau1255,"huil1244, mapu1245"
Arawe-Pasismanua,"Arawe, Bebeli-Mangseng, Pasismanua",,,araw1269,"araw1283, bebe1254, pasi1254"
Arawum,,awm,,araw1272,
Araweté,,awt,,araw1273,
Lokono,"Guyanese Lokono, Surinamese Lokono, Venezuelan Lokono",arw,,araw1276,"guya1254, suri1276, vene1263"
Arawakan,"Alto Orinoco, Medio Rio Negro, Caribbean Arawakan, Central-Eastern Maipuran, Japura-Colombia, Negro-Roraima, Southern Maipuran",,,araw1281,"alto1249, alto1250, cari1281, cent2413, japu1236, negr1239, sout3131"
Arawan,"Arawá (Amazonas State), Madi-Madiha, Paumari, Suruahá",,"aru, pad, swx",araw1282,"arua1263, madi1262, paum1247, suru1263"
Arawe,"East Arawe, West Arawe",,,araw1283,"east2763, west2530"
Arawakan (Unattested),"Agavotaguerra, Aguano, Marawan",,"avo, aga",araw1288,"agav1236, agua1251, mara1408"
Arawan (Unattested),Himarimã,,hir,araw1289,hima1247
Arawetic,"Amanayé, Anambé, Araweté",,"ama, aan, awt",araw1290,"aman1266, anam1249, araw1273"
Arazaire,,,,araz1236,
Arbëreshë Albanian,"Calabrian Albanian, Campo Marino Albanian, Central Mountain Albanian, Sicilian Albanian",aae,,arbe1236,"cala1254, camp1260, cent1955, sici1247"
Arbore,,arv,,arbo1245,
Archi,,aqc,,arch1244,
Archaic Norrlandic,"Ångermanländska, Kalixmål, Lulemål, Nordvästerbottniska, Pitemål, Sydvästerbottniska",,,arch1246,"ange1245, kali1313, lule1257, nord1244, pite1241, sydv1234"
'Are'are,"Marau Sound, Nuclear 'Are'are",alu,,area1240,"mara1398, nucl1476"
Areba,,aea,,areb1238,
Are-Doga,"Are, Doga",,"mwc, dgg",ared1234,"aree1239, doga1238"
Are,,mwc,,aree1239,
Are linkage,"Are-Doga, Arifama-Miniafia, Boanaki-Paiwa, Kaninuwa, Ubir",,"aai, wat, ubr",arei1235,"ared1234, arif1239, boan1246, kani1281, ubir1237"
Arem,,aem,,arem1240,
Arequipa-La Unión Quechua,"Antabamba (Arequipa-La Union Quechua), Cotahuasi, Highland Arequipa, Northern Arequipa",qxu,,areq1237,"anta1257, cota1243, high1279, nort2977"
Are-Taupota linkage,"Are linkage, Maisin, Taupota linkage",,mbq,aret1241,"arei1235, mais1250, taup1241"
Argentine Sign Language,,aed,,arge1236,
Argobba,,agj,,argo1244,
Arguni,,agf,,argu1237,
Arhâ,,aqr,,arha1237,
Arhö,,aok,,arho1237,
Arhuacic,"Cogui, Eastern-Southern Arhuacic",,kog,arhu1241,"cogu1240, east2571"
Arhuaco,,arh,,arhu1242,
Aribwaung,,ylu,,arib1240,
Aribwatsa,,laz,,arib1241,
Arifama-Miniafia,"Arifama, Miniafia",aai,,arif1239,"arif1240, mini1252"
Arigidi,"Afa, Aje, Arigidí, Erúsú, Ese (Arigidi), Igasi, Òge, Ojo, Oyin, Udo, Uro",aqg,,arig1246,"afaa1238, ajee1238, arig1247, erus1238, esee1246, igas1238, ogee1238, ojoo1238, oyin1238, udoo1238, uroo1240"
Ari,,aac,,arii1243,
Arikara,,ari,,arik1262,
Arikemic,"Arikem, Karitiâna",,"ait, ktn",arik1263,"arik1264, kari1311"
Arikem,,ait,,arik1264,
Arikapú,,ark,,arik1265,
Arikem-Tupari,"Arikemic, Tuparic",,,arik1267,"arik1263, tupa1251"
Arin-Pumpokol,"Arin, Pumpokol",,"xrn, xpm",arin1242,"arin1243, pump1237"
Arin,,xrn,,arin1243,
Aringa,,luc,,arin1244,
Arritinngithigh,,rrt,,arit1239,
Ari-Waruna,"Ari, Waruna",,"aac, wrv",ariw1234,"arii1243, waru1267"
Arizona Tewa,Hano (USA),,,ariz1237,hano1247
Arman,,,,arma1243,
Arma,,aoh,,arma1244,
Armenic,"Classical-Middle Armenian, Eastern-Western Armenian",,xcl,arme1241,"clas1249, east2768"
Baraninsky Armenian Sign Language,,aen,,arme1259,
Aroaqui,,,,aroa1234,
Aromanian,"Armaneshti, Rramaneshti",rup,,arom1237,"arma1245, rram1234"
Arop-Sissano,,aps,,arop1242,
Arop-Lokep,"Arop, Lokep",apr,,arop1243,"arop1244, loke1237"
Arosi,"Nuclear Arosi, Wango",aia,,aros1241,"nucl1473, wang1296"
Arta,,atz,,arta1239,
Artificial Language,"Afrihili, Balaybalan, Blissymbols, Brithenig, Dutton World Speedwords, Efate-group-based Artificial Language, Eskayan, Esperantic, Interlingua (International Auxiliary Language Association), Interlingue (Occidental), Interglossa, Interlingue, Interslavic zonal constructed language, Klingon, Kotava, Láadan, Ladakhi Sign, Lingua Franca Nova, Lojban, Neo (Artificial Language), N'Ko, Novial, Palawa Kani, Quenya, Rennellese Sign Language, Romanova, Sindarin, Talossan, Toki Pona, Volapük",,"afh, zbl, bzt, dws, esy, ina, ile, igs, tlh, avk, ldn, lfn, jbo, neu, nqo, nov, qya, rsi, rmv, sjn, tzl, tok, vol",arti1236,"afri1275, bala1318, blis1239, brit1244, dutt1234, efat1240, eska1234, espe1236, inte1239, inte1260, inte1261, inte1262, inte1263, klin1234, kota1280, laad1235, lada1245, ling1267, lojb1234, neoa1234, nkoa1234, novi1234, pala1356, quen1234, renn1236, roma1338, sind1281, talo1253, toki1239, vola1234"
Aruamu,,msy,,arua1260,
Aruá (Rondonia State),Aruáshi,arx,,arua1261,arua1262
Arawá (Amazonas State),,aru,,arua1263,
Aruan,,,,arua1264,
Caquetio,,,,arub1238,
Aruek,,aur,,arue1240,
Srenge,,lsr,,aruo1240,
Arusha,,,,arus1242,
Arutani,"Awake, Uruak",atx,,arut1244,"awak1251, urua1245"
Aru,"Batuley-Mariri, Central Aru, East Tarangan, Karey-Barakai, Ujir-Kola-Kompane, West Tarangan",,"tre, txn",aruu1241,"batu1262, cent2309, east2465, kare1350, ujir1238, west2538"
Arvanitika Albanian,"Northwestern Arvanitika, South Central Arvanitika, Thracian Arvanitika",aat,,arva1236,"nort2603, sout2608, thra1249"
Asaro'o,,mtv,,asar1240,
Asha-Ashe-Kak,"Ashe-Asha, Caquinte",,cot,asha1241,"asha1242, caqu1242"
Ashe-Asha,"Asháninka, Ashe-Asha Norte, Asheninka",,cni,asha1242,"asha1243, ashe1271, ashe1274"
Asháninka,,cni,,asha1243,
Asha-Ashe-Kak-Matsi-Nan,"Asha-Ashe-Kak, Matsi-Nan",,,asha1244,"asha1241, mats1245"
Ashe,,ahs,,ashe1269,
Ashe-Asha Norte,"Ajyíninka Apurucayali, Ashéninka Perené, Pichis Ashéninka, Ucayali-Yurúa Ashéninka",,"cpc, prq, cpu, cpb",ashe1271,"ajyi1238, ashe1272, pich1237, ucay1237"
Ashéninka Perené,,prq,,ashe1272,
Ashéninka Pajonal,,cjo,,ashe1273,
Asheninka,"Ashéninka Pajonal, South Ucayali Ashéninka",,"cjo, cpy",ashe1274,"ashe1273, sout3127"
Ashkun,"Ashkunu, Sanu-Gramsena",ask,,ashk1246,"ashu1242, gram1239"
Asho Chin,"Chittagong, Khyang, Lemyo, Minbu, Saingbaun, Sandoway, Thayetmyo",csh,,asho1236,"chit1280, khya1239, lemy1239, minb1243, sain1244, sand1269, thay1247"
Ashoic,"Asho Chin, Sumtu Chin",,"csh, csv",asho1237,"asho1236, sumt1234"
Ashtiani,"Amorei, Kahaki, Nuclear Ashtiani, Tafresh",atn,,asht1244,"amor1240, kaha1241, nucl1273, tafr1239"
Asilulu,"Negeri Lima, Nuclear Asilulu, Ureng",asl,,asil1242,"nege1241, nucl1531, uren1238"
Askopan,,eiv,,asko1238,
Aslian,"Central-Northern Aslian, South Aslian",,,asli1243,"cent1987, sout2686"
ASLic,"American Sign, Burkina Faso Sign Language, Costa Rican Sign Language, Honduras-Panama Sign, Ethiopian Sign Language, Gambian Sign Language, Guinean Sign Language, Malaysian Sign, Moroccan Sign Language, Philippine Sign Language, Puerto Rican Sign Language, Quebec Sign Language, Sierra Leone Sign Language, Thai Sign Language, Ugandan Sign Language, West-Central South American Sign",,"csr, eth, gus, xms, psp, psl, fcs, sgx, tsq, ugn",asli1244,"amer1258, burk1234, cost1249, cost1251, ethi1238, gamb1259, guin1250, mala1548, moro1242, phil1239, puer1237, queb1245, sier1246, thai1240, ugan1238, west2886"
Asmat-Kamoro,"Asmat, Kamoro, Sabakor, Sempan",,"kgq, xse",asma1256,"asma1257, kamo1255, saba1280, semp1241"
Asmat,"Casuarina Coast Asmat, Central-Yaosakor Asmat, Citak Asmat, Momogo-Pupis-Irogo",,"asc, nks",asma1257,"casu1237, cent2247, cita1246, nort2917"
Asoa,,asv,,asoa1238,
Eastern Kamrupa,"Assamese, Naga Pidgin",,"asm, nag",assa1262,"assa1263, naga1394"
Assamese,"Jharwa, Mayang, Standard Assamese, Western Assamese",asm,,assa1263,"jhar1240, maya1277, stan1302, west2383"
Sukaphic,"Ahom, Assam Tai B, Mogaung, Northern Shanic, Unclassified Sukaphic",,aho,assa1264,"ahom1240, assa1276, moga1251, nort2739, uncl1540"
Assan,,xss,,assa1266,
Assangori,"Erenga, Girga (Assangori), Murasi, Sebunkik, Sungor, Walad Dulla",sjg,,assa1269,"eren1239, girg1241, mura1270, sebu1242, sung1270, wala1265"
Assamese-based pidgin,Nefamese,,nef,assa1271,nefa1235
Assam Tai A,"Aiton, Phake",,"aio, phk",assa1275,"aito1238, phak1238"
Assam Tai B,"Khamti, Khamyang",,"kht, ksu",assa1276,"kham1290, kham1291"
Assiniboine,,asb,,assi1247,
As,,asz,,asss1237,
Assyrian Neo-Aramaic,"Central Assyrian Neo-Aramaic, Anhar, Mar Bishu, Nochiya, Tergawar, Iranian Koine, Northern Assyrian Neo-Aramaic, Baz, Dez, Gavar (Aramaic), Jilu, Qudshanis, Salamas, Upper Barwari, Van (Aramaic), Sapna cluster, Aradhin, Benatha, Daudiya, Inishke, Tina, Urmian group, Sipurghan, Solduz, Urmi, Western Group, Christian Tiyare Neo-Aramaic, Lewin, Lower Barwari, Tal (Aramaic), Tkhuma",aii,,assy1241,"cent2218, anha1242, marb1243, noch1239, terg1238, iran1268, nort3096, bazz1238, dezz1235, gava1245, jilu1238, quds1238, sala1281, uppe1449, vann1248, sapn1238, arad1238, bena1272, daud1238, inis1238, tina1254, urmi1249, sipu1244, sold1238, urmi1250, west2765, chri1234, lewi1238, lowe1435, tall1254, tkhu1242"
Eastern Bel,"Awad Bing, Mindiri, Wab",,"bcu, mpn, wab",astr1247,"awad1244, mind1255, wabb1237"
Asturo-Leonese,"Asturian-Leonese-Cantabrian, Mirandese",,"ast, mwl",astu1244,"astu1245, mira1251"
Asturian-Leonese-Cantabrian,"Asturian, Central Asturian, Eastern Asturian, Western Asturian, Cantabrian, Eastern Cantabrian, Western Cantabrian, Leonese",ast,,astu1245,"astu1246, cent1956, east2272, west2339, cant1245, east2799, west2880, leon1250"
Asue Awyu,,psa,,asue1235,
Asumboa,,aua,,asum1237,
Asu (Nigeria),,aum,,asun1235,
Asunción Mixtepec Zapotec,,zoo,,asun1236,
Asuri,"Brijia, Manjhi",asr,,asur1254,"brij1240, manj1248"
Asuric,"Asuri, Bijori",,"asr, bix",asur1255,"asur1254, bijo1238"
Asu (Tanzania),,asa,,asut1235,
Ata,,atm,,ataa1240,
Atacame,,,,atac1235,
Atakapa,"Eastern Atakapa, Western Atakapa",aqp,,atak1252,"east2802, west2881"
Atampaya,,amz,,atam1239,
Ata Manobo,,atd,,atam1240,
West Sogeram,"Mand, Nend",,"ate, anh",atan1241,"atem1241, nend1239"
Atatláhuca Mixtec,,mib,,atat1238,
Atatlahuca-Monteverde,"Atatláhuca Mixtec, Santa Lucía Monteverde Mixtec",,"mib, mdv",atat1240,"atat1238, sant1439"
Atayalic,"Atayal, Seediq",,"tay, trv",atay1246,"atay1247, taro1264"
Atayal,"Northern Atayal, Matu'uwal, Nuclear Northern Atayal, Skikun, Squliq, Southern Atayal, Nuclear Southern Atayal, Klesan, Matu'aw, S'uli, Plnagawan",tay,,atay1247,"nort3427, mayr1237, nucl1836, skik1234, sqol1237, sout3404, nucl1837, kles1234, matu1265, suli1239, plna1234"
Mand,,ate,,atem1241,
Athabaskan-Eyak-Tlingit,"Athabaskan-Eyak, Tlingit",,tli,atha1245,"atha1246, tlin1245"
Athabaskan-Eyak,"Athabaskan, Eyak",,eya,atha1246,"atha1247, eyak1241"
Athabaskan,"Apachean, Central British Columbia Athabaskan, Central Alaska-Yukon Athabaskan, Northwestern Canada Athabaskan, Pacific Coast Athabaskan, Sarsi, Southern Alaskan Athabaskan, Tsetsaut",,"srs, txc",atha1247,"apac1239, cent2370, cent2371, nort3354, paci1277, sars1236, sout3337, tset1236"
Athima,,,,athi1234,
Athpariyic,"Athpariya, Belhariya",,"aph, byw",athp1240,"athp1241, belh1239"
Athpariya,,aph,,athp1241,
Ati,"Barotac Viejo Nagpana, Malay (Ati)",atk,,atii1237,"baro1255, mala1492"
Atikamekw,,atj,,atik1240,
Atlas Berber,"Central Moroccan Berber, Northwestern Moroccan Berber, Tachelhit",,"tzm, shi",atla1275,"cent2194, nort3248, tach1250"
Atlantic-Congo,"Gola, Limba, Mansoanka, Mel, North-Central Atlantic, Volta-Congo",,"gol, msw",atla1278,"gola1255, limb1267, mans1259, mela1257, nort3146, volt1241"
Atlantic-Congo (Unattested),"Dek, Dungu, Esuma, Kaivi, Mala (Nigeria), Nshi, Ruma, Shuwa-Zamani, Tumi, Vono, Ware",,"dek, dbv, esm, kce, ruy, nsc, ruz, ksa, kku, kch, wre",atla1280,"dekk1240, dung1254, esum1241, kaiv1238, mala1471, nshi1235, ruma1250, shuw1238, tumi1238, vono1238, ware1252"
Atlantic-Congo Speech Register,"Agbirigba, La'bi, Medefidrin",,"lbi, dmf",atla1282,"agbi1234, labi1244, mede1238"
Atohwaim,,aqm,,atoh1238,
Atong (India),,aot,,aton1241,
Atong,,ato,,aton1242,
Atorada,,aox,,ator1244,
Atrato,"Emberá-Catío, Panama-Baudo-Atrato",,cto,atra1235,"embe1260, pana1309"
Atsam,,cch,,atsa1241,
Atsahuaca,,atc,,atsa1242,
Atsugewi,,atw,,atsu1245,
Attapady Kurumba,,pkr,,atta1243,
Atta,"Faire Atta, Pamplona Atta, Pudtol Atta",,"azt, att, atp",atta1244,"fair1238, pamp1244, pudt1235"
Attié,"Bodin, Ketin, Naindin",ati,,atti1239,"bodi1251, keti1245, nain1239"
Atuence,,atf,,atue1238,
Atzingo Matlatzinca,,ocu,,atzi1235,
Aua-Gawil,"Imbongu, Umbu-Ungu",,"imo, ubu",auag1234,"imbo1238, umbu1258"
'Auhelawa,,kud,,auhe1237,
Aulua,"Boinelang, Onesso",aul,,aulu1238,"boin1237, ones1240"
Au-Olo-Elkei,"Au, Olo-Elkei",,avt,auol1234,"auuu1241, oloe1234"
Aurê y Aurá,,aux,,aura1243,
Aushi,,auh,,aush1241,
Aushiri,,avs,,aush1242,
Austrian Sign Language,,asq,,aust1252,
